Ticket_ID,Customer_ID,Ticket_Date,Month,Month_Number,Gender,Region,Customer_Type,Department,Issue_Type,Channel,Agent_ID,Ticket_Status,Resolution_Time_Days,SLA_Target_Days,SLA_Breached,Escalated,CSAT_Rating,Priority,Resolved_Flag,Pending_Flag,Escalated_Flag,SLA_Breach_Flag
TKT10169,CUST4055,13-10-2025,Oct,10,Male,Central,Premium,Delivery,Product Complaint,Chat,AG106,Resolved,5.5,5,Yes,Yes,2,Medium,1,0,1,1
TKT10170,CUST9450,27-11-2025,Nov,11,Female,South,Existing,Delivery,Refund Request,Phone,AG137,Resolved,5.9,5,Yes,Yes,3,High,1,0,1,1
TKT10171,CUST5551,08-05-2025,May,5,Female,North,Existing,Product,Billing Query,Chat,AG125,Resolved,2.6,5,No,No,4,Low,1,0,0,0
TKT10172,CUST9175,14-12-2025,Dec,12,Female,Central,New,Delivery,Technical Issue,App,AG129,In Progress,10,5,Yes,No,4,Medium,0,1,0,1
TKT10173,CUST5507,19-08-2025,Aug,8,Female,Central,Existing,Finance,Product Complaint,Phone,AG138,Escalated,6.8,5,Yes,Yes,3,Low,0,0,1,1
TKT10174,CUST1726,09-07-2025,Jul,7,Female,North,Existing,IT Support,General Query,Website,AG128,Resolved,0.7,3,No,No,4,Medium,1,0,0,0
TKT10175,CUST1066,13-08-2025,Aug,8,Male,West,Existing,Product,Delivery Delay,App,AG125,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT10176,CUST7906,10-10-2025,Oct,10,Female,West,New,Billing,Product Complaint,Chat,AG101,Resolved,6.2,5,Yes,Yes,3,Critical,1,0,1,1
TKT10177,CUST4618,01-05-2025,May,5,Female,North,New,IT Support,Billing Query,Email,AG110,Pending,,5,Yes,Yes,2,Critical,0,1,1,1
TKT10178,CUST3441,26-04-2025,Apr,4,Female,East,Existing,IT Support,Technical Issue,Chat,AG135,Resolved,5.2,5,Yes,No,5,Low,1,0,0,1
TKT10179,CUST9867,21-08-2025,Aug,8,Female,North,New,HR,Account Update,Email,AG104,Escalated,6.1,3,Yes,Yes,3,Low,0,0,1,1
TKT10180,CUST4799,16-09-2025,Sep,9,Male,South,New,Delivery,Billing Query,Chat,AG122,Pending,,5,Yes,Yes,4,Medium,0,1,1,1
TKT10181,CUST2582,25-12-2025,Dec,12,Female,Central,New,IT Support,Technical Issue,Phone,AG144,In Progress,7.3,5,Yes,No,5,Low,0,1,0,1
TKT10182,CUST6218,17-07-2025,Jul,7,Male,East,Premium,IT Support,Billing Query,Website,AG133,Resolved,5.8,5,Yes,No,4,Low,1,0,0,1
TKT10183,CUST8926,17-05-2025,May,5,Male,North,New,IT Support,Account Update,App,AG114,Resolved,2.7,3,No,No,2,Low,1,0,0,0
TKT10184,CUST8281,14-11-2025,Nov,11,Male,Central,Existing,Delivery,Technical Issue,Email,AG129,In Progress,5.3,5,Yes,No,5,High,0,1,0,1
TKT10185,CUST5157,14-06-2025,Jun,6,Female,West,New,Billing,Delivery Delay,Email,AG150,Resolved,5.1,5,Yes,No,5,Low,1,0,0,1
TKT10186,CUST5615,13-08-2025,Aug,8,Male,East,Premium,IT Support,Billing Query,Email,AG137,Resolved,6.4,5,Yes,No,3,Medium,1,0,0,1
TKT10187,CUST7041,03-11-2025,Nov,11,Female,East,Premium,Sales,Technical Issue,Chat,AG130,In Progress,6.4,5,Yes,Yes,2,Medium,0,1,1,1
TKT10188,CUST6073,22-08-2025,Aug,8,Male,North,Existing,Billing,Billing Query,Email,AG132,In Progress,6.7,5,Yes,No,4,Medium,0,1,0,1
TKT10189,CUST3073,21-06-2025,Jun,6,Female,East,Existing,Delivery,Technical Issue,Chat,AG113,In Progress,5.8,5,Yes,No,4,Medium,0,1,0,1
TKT10190,CUST1615,01-06-2025,Jun,6,Male,South,Existing,Product,Refund Request,Chat,AG136,Escalated,8,5,Yes,Yes,3,Low,0,0,1,1
TKT10191,CUST7862,11-11-2025,Nov,11,Female,Central,Existing,Finance,Refund Request,Chat,AG111,Resolved,5.8,5,Yes,No,4,Low,1,0,0,1
TKT10192,CUST8776,09-06-2025,Jun,6,Female,North,Existing,Finance,General Query,Email,AG137,Resolved,3.7,3,Yes,Yes,4,Low,1,0,1,1
TKT10193,CUST6738,06-04-2025,Apr,4,Male,South,New,Sales,Delivery Delay,App,AG113,Resolved,2.7,5,No,No,4,Medium,1,0,0,0
TKT10194,CUST1677,21-08-2025,Aug,8,Female,East,Existing,Delivery,Technical Issue,Phone,AG150,Resolved,5.5,5,Yes,No,4,Low,1,0,0,1
TKT10195,CUST4981,29-06-2025,Jun,6,Female,Central,Existing,Delivery,Delivery Delay,Website,AG135,Resolved,6.5,5,Yes,No,4,Medium,1,0,0,1
TKT10196,CUST8064,23-04-2025,Apr,4,Female,East,New,IT Support,Refund Request,App,AG102,Resolved,4.8,5,No,No,4,Critical,1,0,0,0
TKT10197,CUST6579,14-11-2025,Nov,11,Female,North,Existing,Finance,Billing Query,Phone,AG109,Resolved,6.4,5,Yes,No,4,Medium,1,0,0,1
TKT10198,CUST4170,21-02-2025,Feb,2,Female,Central,Existing,Billing,Delivery Delay,Email,AG124,Resolved,5.3,5,Yes,No,4,Medium,1,0,0,1
TKT10199,CUST4735,25-09-2025,Sep,9,Male,South,Premium,HR,Product Complaint,Email,AG102,Resolved,4.2,5,No,No,4,Low,1,0,0,0
TKT10200,CUST8766,22-10-2025,Oct,10,Female,East,New,Finance,Product Complaint,Email,AG109,Resolved,2.2,5,No,No,5,Low,1,0,0,0
TKT10201,CUST1075,23-04-2025,Apr,4,Female,South,New,IT Support,Product Complaint,Email,AG103,Resolved,7.4,5,Yes,Yes,4,High,1,0,1,1
TKT10202,CUST9864,11-04-2025,Apr,4,Male,Central,Premium,IT Support,Billing Query,Email,AG131,Resolved,1.8,5,No,No,5,Low,1,0,0,0
TKT10203,CUST1340,23-04-2025,Apr,4,Female,East,Existing,Billing,General Query,Chat,AG145,Resolved,0.5,3,No,No,5,Medium,1,0,0,0
TKT10204,CUST8727,22-03-2025,Mar,3,Female,West,Existing,Delivery,Technical Issue,Phone,AG119,Resolved,6.3,5,Yes,No,4,Low,1,0,0,1
TKT10205,CUST7343,06-07-2025,Jul,7,Male,Central,New,HR,Billing Query,App,AG133,Resolved,0.5,5,No,No,4,Medium,1,0,0,0
TKT10206,CUST4243,23-04-2025,Apr,4,Male,West,New,Finance,Product Complaint,Website,AG148,Resolved,4.8,5,No,No,4,Low,1,0,0,0
TKT10207,CUST4401,02-01-2025,Jan,1,Male,West,Existing,Finance,Technical Issue,Email,AG141,Resolved,3.6,5,No,No,5,High,1,0,0,0
TKT10208,CUST2176,10-05-2025,May,5,Female,North,Existing,IT Support,Account Update,Email,AG133,Resolved,5.5,3,Yes,No,4,Low,1,0,0,1
TKT10209,CUST7944,08-08-2025,Aug,8,Male,North,Existing,Delivery,Refund Request,Chat,AG146,Resolved,3.5,5,No,No,2,High,1,0,0,0
TKT10210,CUST5439,23-02-2025,Feb,2,Female,North,Existing,Billing,Refund Request,App,AG104,Resolved,2.1,5,No,No,4,Critical,1,0,0,0
TKT10211,CUST8151,09-12-2025,Dec,12,Female,North,Existing,Billing,Technical Issue,Phone,AG143,Resolved,5.8,5,Yes,No,4,Low,1,0,0,1
TKT10212,CUST2221,12-08-2025,Aug,8,Male,South,Existing,Billing,Billing Query,Email,AG101,Resolved,7,5,Yes,Yes,3,High,1,0,1,1
TKT10213,CUST6822,13-08-2025,Aug,8,Male,West,Premium,Delivery,Billing Query,Phone,AG148,Pending,,5,Yes,Yes,1,Critical,0,1,1,1
TKT10214,CUST3914,06-05-2025,May,5,Male,West,Existing,Billing,Account Update,Chat,AG128,Resolved,2.8,3,No,No,4,Medium,1,0,0,0
TKT10215,CUST4435,10-05-2025,May,5,Female,North,Existing,Sales,Account Update,Chat,AG143,Pending,,3,Yes,No,4,Low,0,1,0,1
TKT10216,CUST4345,22-02-2025,Feb,2,Male,West,Premium,IT Support,Billing Query,Chat,AG129,Resolved,3.7,5,No,No,4,Low,1,0,0,0
TKT10217,CUST1294,21-06-2025,Jun,6,Female,South,Existing,Delivery,Billing Query,Email,AG111,In Progress,4.7,5,No,No,5,Low,0,1,0,0
TKT10218,CUST9712,06-08-2025,Aug,8,Female,South,Existing,Sales,General Query,Email,AG108,Resolved,3.1,3,Yes,Yes,4,Low,1,0,1,1
TKT10219,CUST9598,09-06-2025,Jun,6,Female,East,Existing,Delivery,Delivery Delay,Phone,AG115,Resolved,2.9,5,No,No,5,Medium,1,0,0,0
TKT10220,CUST8847,17-07-2025,Jul,7,Female,North,Existing,Delivery,Technical Issue,Email,AG134,Resolved,6.8,5,Yes,No,3,Critical,1,0,0,1
TKT10221,CUST5841,04-09-2025,Sep,9,Male,East,New,Finance,Technical Issue,Email,AG122,Escalated,9.1,5,Yes,Yes,4,Low,0,0,1,1
TKT10222,CUST1992,20-11-2025,Nov,11,Female,West,Existing,Product,Refund Request,Email,AG105,Resolved,2.3,5,No,No,4,High,1,0,0,0
TKT10223,CUST5581,22-07-2025,Jul,7,Male,West,Existing,IT Support,Refund Request,Chat,AG128,Resolved,4.9,5,No,No,4,Critical,1,0,0,0
TKT10224,CUST1834,03-07-2025,Jul,7,Female,North,Existing,Sales,Refund Request,Email,AG111,In Progress,6.3,5,Yes,No,3,Medium,0,1,0,1
TKT10225,CUST4110,03-05-2025,May,5,Female,East,New,Finance,Technical Issue,Phone,AG114,Pending,,5,Yes,Yes,2,Low,0,1,1,1
TKT10226,CUST6578,12-09-2025,Sep,9,Male,South,Existing,Billing,Technical Issue,Chat,AG118,Resolved,9.3,5,Yes,Yes,1,High,1,0,1,1
TKT10227,CUST1711,21-10-2025,Oct,10,Female,North,Existing,IT Support,Account Update,Chat,AG144,Escalated,7.3,3,Yes,Yes,4,Low,0,0,1,1
TKT10228,CUST8777,07-10-2025,Oct,10,Female,North,New,Billing,Product Complaint,App,AG105,Escalated,7.4,5,Yes,Yes,3,Medium,0,0,1,1
TKT10229,CUST6127,21-11-2025,Nov,11,Male,West,Existing,Sales,General Query,Phone,AG122,In Progress,4.1,3,Yes,No,5,Low,0,1,0,1
TKT10230,CUST3355,08-04-2025,Apr,4,Female,South,Existing,Finance,Technical Issue,Phone,AG146,Resolved,7.3,5,Yes,No,4,High,1,0,0,1
TKT10231,CUST7382,17-07-2025,Jul,7,Male,West,New,Billing,Refund Request,Email,AG120,Resolved,7.2,5,Yes,No,4,Low,1,0,0,1
TKT10232,CUST1823,28-08-2025,Aug,8,Male,East,Existing,IT Support,General Query,Email,AG126,Resolved,3.8,3,Yes,No,5,Low,1,0,0,1
TKT10233,CUST4718,24-05-2025,May,5,Female,Central,Existing,IT Support,Billing Query,Chat,AG116,Resolved,4.5,5,No,No,5,Low,1,0,0,0
TKT10234,CUST9648,07-04-2025,Apr,4,Male,South,Existing,HR,Delivery Delay,Email,AG140,Resolved,6.4,5,Yes,No,4,Medium,1,0,0,1
TKT10235,CUST1743,20-07-2025,Jul,7,Female,East,New,Product,Delivery Delay,Chat,AG131,Resolved,9.2,5,Yes,No,3,Medium,1,0,0,1
TKT10236,CUST1667,04-05-2025,May,5,Male,North,Existing,Sales,Delivery Delay,Email,AG143,In Progress,6.4,5,Yes,No,4,Medium,0,1,0,1
TKT10237,CUST2075,06-07-2025,Jul,7,Male,Central,Existing,Finance,Account Update,Email,AG117,Resolved,1.5,3,No,No,4,High,1,0,0,0
TKT10238,CUST6264,22-11-2025,Nov,11,Female,South,New,Finance,General Query,Phone,AG116,Resolved,4.7,3,Yes,No,4,Medium,1,0,0,1
TKT10239,CUST5009,15-12-2025,Dec,12,Female,South,Existing,Delivery,Technical Issue,Email,AG139,Resolved,5.2,5,Yes,Yes,3,High,1,0,1,1
TKT10240,CUST9401,16-09-2025,Sep,9,Male,South,Existing,Sales,Delivery Delay,Email,AG105,Resolved,6.7,5,Yes,Yes,2,Medium,1,0,1,1
TKT10241,CUST4385,28-05-2025,May,5,Female,West,New,Sales,Billing Query,Chat,AG123,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT10242,CUST2963,09-09-2025,Sep,9,Female,North,New,Delivery,Refund Request,Chat,AG131,Pending,,5,Yes,No,3,High,0,1,0,1
TKT10243,CUST5223,12-12-2025,Dec,12,Male,East,Existing,HR,Billing Query,Phone,AG144,In Progress,3.6,5,No,No,4,Medium,0,1,0,0
TKT10244,CUST1686,27-05-2025,May,5,Male,South,Premium,Product,Refund Request,Email,AG141,Resolved,6.6,5,Yes,No,4,Critical,1,0,0,1
TKT10245,CUST5784,28-05-2025,May,5,Male,North,Existing,Delivery,Technical Issue,Chat,AG148,Resolved,6,5,Yes,No,3,Low,1,0,0,1
TKT10246,CUST3374,18-12-2025,Dec,12,Male,Central,New,IT Support,Delivery Delay,Website,AG142,Resolved,4.6,5,No,No,4,Low,1,0,0,0
TKT10247,CUST8520,18-07-2025,Jul,7,Female,South,New,Delivery,Technical Issue,Website,AG116,Pending,,5,Yes,Yes,3,High,0,1,1,1
TKT10248,CUST8756,04-11-2025,Nov,11,Male,West,New,Sales,Billing Query,Website,AG102,Escalated,5.8,5,Yes,Yes,3,High,0,0,1,1
TKT10249,CUST1614,08-05-2025,May,5,Female,Central,New,Sales,Delivery Delay,Email,AG126,Resolved,4.7,5,No,No,4,High,1,0,0,0
TKT10250,CUST4845,08-02-2025,Feb,2,Male,East,Existing,Delivery,Technical Issue,Website,AG101,Resolved,6,5,Yes,Yes,2,Low,1,0,1,1
TKT10251,CUST1604,04-12-2025,Dec,12,Male,South,Existing,Delivery,Refund Request,App,AG146,Resolved,3.9,5,No,No,5,Medium,1,0,0,0
TKT10252,CUST1665,26-12-2025,Dec,12,Female,Central,Existing,Product,Delivery Delay,Phone,AG125,Resolved,6.5,5,Yes,No,5,Medium,1,0,0,1
TKT10253,CUST1597,09-05-2025,May,5,Male,South,Premium,IT Support,Technical Issue,Phone,AG115,Resolved,8.1,5,Yes,No,4,Low,1,0,0,1
TKT10254,CUST5798,24-09-2025,Sep,9,Male,West,Existing,Finance,Billing Query,App,AG147,Resolved,1.1,5,No,No,4,Low,1,0,0,0
TKT10255,CUST5987,31-05-2025,May,5,Male,East,Existing,Billing,Account Update,Phone,AG143,Resolved,3.6,3,Yes,Yes,4,Medium,1,0,1,1
TKT10256,CUST8001,25-10-2025,Oct,10,Male,Central,Premium,Product,Refund Request,Email,AG115,Pending,,5,Yes,Yes,2,Low,0,1,1,1
TKT10257,CUST1550,09-04-2025,Apr,4,Female,East,Existing,Billing,Billing Query,Website,AG150,Pending,,5,Yes,Yes,2,Medium,0,1,1,1
TKT10258,CUST4301,20-09-2025,Sep,9,Female,East,Premium,Sales,Billing Query,Chat,AG102,In Progress,3,5,No,No,3,Low,0,1,0,0
TKT10259,CUST9791,09-09-2025,Sep,9,Female,Central,New,Delivery,Delivery Delay,App,AG118,Resolved,3.7,5,No,No,4,Medium,1,0,0,0
TKT10260,CUST3196,24-05-2025,May,5,Male,Central,New,Delivery,Billing Query,Chat,AG123,Resolved,6.4,5,Yes,No,3,High,1,0,0,1
TKT10261,CUST1421,12-12-2025,Dec,12,Female,East,New,Billing,Product Complaint,App,AG126,Resolved,3.1,5,No,No,5,Medium,1,0,0,0
TKT10262,CUST5811,22-04-2025,Apr,4,Female,West,Existing,IT Support,Account Update,Phone,AG142,Pending,,3,Yes,Yes,1,Medium,0,1,1,1
TKT10263,CUST6684,01-03-2025,Mar,3,Female,Central,Existing,Sales,Billing Query,Phone,AG120,Resolved,5.6,5,Yes,No,4,Low,1,0,0,1
TKT10264,CUST7596,02-01-2025,Jan,1,Female,West,Existing,IT Support,Refund Request,Email,AG116,Resolved,4.1,5,No,No,5,Medium,1,0,0,0
TKT10265,CUST2386,31-10-2025,Oct,10,Female,West,Existing,Product,Account Update,Phone,AG118,Resolved,2.7,3,No,No,5,Critical,1,0,0,0
TKT10266,CUST1832,11-09-2025,Sep,9,Male,West,Existing,Billing,Technical Issue,Email,AG110,In Progress,6.5,5,Yes,No,3,High,0,1,0,1
TKT10267,CUST4262,20-05-2025,May,5,Female,West,Premium,Billing,Product Complaint,Chat,AG127,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT10268,CUST2689,06-02-2025,Feb,2,Male,West,Existing,IT Support,Delivery Delay,Chat,AG108,Resolved,7.8,5,Yes,No,5,Medium,1,0,0,1
TKT10269,CUST4878,09-06-2025,Jun,6,Female,North,New,Delivery,Product Complaint,Email,AG101,Resolved,3.4,5,No,No,4,Medium,1,0,0,0
TKT10270,CUST9974,09-01-2025,Jan,1,Female,West,Existing,Delivery,Refund Request,App,AG120,Pending,,5,Yes,Yes,3,Medium,0,1,1,1
TKT10271,CUST2616,21-08-2025,Aug,8,Female,Central,New,HR,Refund Request,Email,AG131,Resolved,4.2,5,No,No,3,High,1,0,0,0
TKT10272,CUST8382,09-04-2025,Apr,4,Male,East,Existing,Billing,Refund Request,App,AG125,Pending,,5,Yes,Yes,2,High,0,1,1,1
TKT10273,CUST4377,27-05-2025,May,5,Female,West,Existing,Product,Product Complaint,Email,AG148,Resolved,3.3,5,No,No,5,Low,1,0,0,0
TKT10274,CUST8612,31-10-2025,Oct,10,Male,North,Premium,Delivery,Account Update,Email,AG104,Resolved,2.7,3,No,No,3,Medium,1,0,0,0
TKT10275,CUST2098,27-07-2025,Jul,7,Male,Central,Premium,IT Support,Technical Issue,Email,AG140,In Progress,8.2,5,Yes,Yes,2,Medium,0,1,1,1
TKT10276,CUST9859,11-05-2025,May,5,Female,East,Premium,IT Support,Account Update,Phone,AG116,Resolved,1.8,3,No,No,4,Low,1,0,0,0
TKT10277,CUST3024,01-06-2025,Jun,6,Male,North,Existing,Billing,Delivery Delay,Chat,AG137,Resolved,5.9,5,Yes,No,3,Low,1,0,0,1
TKT10278,CUST6393,23-02-2025,Feb,2,Male,South,New,Delivery,Product Complaint,App,AG129,In Progress,8.5,5,Yes,No,4,High,0,1,0,1
TKT10279,CUST9414,30-04-2025,Apr,4,Female,West,New,Sales,Billing Query,Chat,AG108,Resolved,7.1,5,Yes,No,4,High,1,0,0,1
TKT10280,CUST8171,10-06-2025,Jun,6,Female,East,New,Sales,Refund Request,Website,AG108,Pending,,5,Yes,No,4,High,0,1,0,1
TKT10281,CUST4587,26-04-2025,Apr,4,Female,Central,Premium,Delivery,Billing Query,Chat,AG109,Resolved,3.9,5,No,No,4,Medium,1,0,0,0
TKT10282,CUST4849,16-03-2025,Mar,3,Female,South,Existing,Finance,Delivery Delay,Email,AG102,Resolved,5.3,5,Yes,Yes,4,High,1,0,1,1
TKT10283,CUST9234,23-04-2025,Apr,4,Male,East,Existing,Billing,Delivery Delay,Website,AG116,Resolved,6.7,5,Yes,No,3,Medium,1,0,0,1
TKT10284,CUST6646,14-04-2025,Apr,4,Male,Central,Existing,IT Support,Product Complaint,Chat,AG112,Resolved,5.6,5,Yes,No,5,High,1,0,0,1
TKT10285,CUST7300,06-12-2025,Dec,12,Female,South,Premium,Billing,Delivery Delay,Chat,AG111,Escalated,9.4,5,Yes,Yes,2,High,0,0,1,1
TKT10286,CUST2156,11-09-2025,Sep,9,Male,South,New,Sales,Product Complaint,Website,AG123,Resolved,4.9,5,No,No,4,Medium,1,0,0,0
TKT10287,CUST5144,15-08-2025,Aug,8,Female,East,New,Delivery,Technical Issue,Chat,AG110,In Progress,4.4,5,No,No,3,High,0,1,0,0
TKT10288,CUST7265,22-04-2025,Apr,4,Male,North,Existing,IT Support,Delivery Delay,Phone,AG130,Resolved,7.9,5,Yes,Yes,3,Low,1,0,1,1
TKT10289,CUST6310,09-04-2025,Apr,4,Female,Central,New,Delivery,Delivery Delay,Email,AG118,Resolved,5.5,5,Yes,No,4,High,1,0,0,1
TKT10290,CUST8819,02-06-2025,Jun,6,Male,South,New,Finance,Billing Query,Email,AG111,Pending,,5,Yes,No,2,High,0,1,0,1
TKT10291,CUST2232,15-12-2025,Dec,12,Male,Central,Premium,HR,Technical Issue,Chat,AG114,Resolved,5.7,5,Yes,No,4,Medium,1,0,0,1
TKT10292,CUST2423,04-12-2025,Dec,12,Female,West,Premium,Product,Billing Query,App,AG125,Resolved,4.9,5,No,No,4,Low,1,0,0,0
TKT10293,CUST4399,13-07-2025,Jul,7,Female,North,Existing,Billing,Billing Query,Chat,AG149,Resolved,4.1,5,No,No,4,Medium,1,0,0,0
TKT10294,CUST2403,06-11-2025,Nov,11,Male,East,Existing,Finance,Technical Issue,Chat,AG102,Resolved,4,5,No,No,3,Low,1,0,0,0
TKT10295,CUST2789,12-06-2025,Jun,6,Female,North,Existing,Delivery,Billing Query,Chat,AG131,Resolved,4.1,5,No,No,5,High,1,0,0,0
TKT10296,CUST8433,27-07-2025,Jul,7,Male,South,Premium,Finance,Refund Request,Chat,AG141,Resolved,4.5,5,No,No,4,Medium,1,0,0,0
TKT10297,CUST9283,18-06-2025,Jun,6,Male,North,New,HR,Delivery Delay,Email,AG147,Resolved,4,5,No,No,5,Low,1,0,0,0
TKT10298,CUST3922,10-06-2025,Jun,6,Female,West,Existing,Sales,Billing Query,App,AG150,Resolved,3.8,5,No,No,4,High,1,0,0,0
TKT10299,CUST9160,09-03-2025,Mar,3,Male,West,Existing,Product,Billing Query,App,AG103,Pending,,5,Yes,Yes,3,Medium,0,1,1,1
TKT10300,CUST5287,16-10-2025,Oct,10,Male,Central,Existing,Delivery,Technical Issue,Chat,AG134,Resolved,5.6,5,Yes,No,4,Medium,1,0,0,1
TKT10301,CUST4380,04-10-2025,Oct,10,Female,South,Existing,Delivery,Refund Request,Email,AG132,Resolved,5.3,5,Yes,No,5,High,1,0,0,1
TKT10302,CUST4756,31-10-2025,Oct,10,Male,South,New,Delivery,Refund Request,Phone,AG126,Resolved,4.7,5,No,No,4,Critical,1,0,0,0
TKT10303,CUST4182,15-05-2025,May,5,Male,South,Existing,Sales,Technical Issue,App,AG131,Resolved,4.2,5,No,No,5,Low,1,0,0,0
TKT10304,CUST8986,14-07-2025,Jul,7,Female,West,Premium,IT Support,Refund Request,App,AG137,Resolved,5.9,5,Yes,Yes,3,Medium,1,0,1,1
TKT10305,CUST8727,08-05-2025,May,5,Male,East,Existing,Billing,Delivery Delay,Phone,AG139,Escalated,5.7,5,Yes,Yes,3,Low,0,0,1,1
TKT10306,CUST8769,02-02-2025,Feb,2,Female,East,New,Product,Product Complaint,Email,AG145,Resolved,5.5,5,Yes,No,4,High,1,0,0,1
TKT10307,CUST4258,25-06-2025,Jun,6,Male,West,New,HR,Product Complaint,Email,AG109,In Progress,3.4,5,No,No,4,Medium,0,1,0,0
TKT10308,CUST9282,22-01-2025,Jan,1,Female,West,Premium,Delivery,Delivery Delay,App,AG137,Resolved,6,5,Yes,No,4,Medium,1,0,0,1
TKT10309,CUST4747,26-08-2025,Aug,8,Female,North,Existing,Delivery,Technical Issue,Website,AG117,Resolved,4,5,No,No,5,Critical,1,0,0,0
TKT10310,CUST7131,07-06-2025,Jun,6,Female,East,Existing,HR,Account Update,Phone,AG127,Resolved,4.4,3,Yes,Yes,3,Medium,1,0,1,1
TKT10311,CUST1256,07-02-2025,Feb,2,Female,West,Premium,Billing,Refund Request,Email,AG113,Resolved,4.1,5,No,No,5,Critical,1,0,0,0
TKT10312,CUST5997,18-08-2025,Aug,8,Male,Central,New,Finance,Technical Issue,App,AG124,Escalated,8.7,5,Yes,Yes,3,Low,0,0,1,1
TKT10313,CUST5515,31-12-2025,Dec,12,Male,South,Premium,Delivery,Technical Issue,Phone,AG146,Resolved,4.7,5,No,No,4,Medium,1,0,0,0
TKT10314,CUST1246,20-02-2025,Feb,2,Female,West,New,Finance,Technical Issue,Phone,AG111,Pending,,5,Yes,No,3,Low,0,1,0,1
TKT10315,CUST8773,21-09-2025,Sep,9,Female,East,Existing,Finance,General Query,Email,AG115,Resolved,0.5,3,No,No,5,High,1,0,0,0
TKT10316,CUST8939,10-10-2025,Oct,10,Male,East,New,Sales,Delivery Delay,Website,AG110,Resolved,1.7,5,No,No,4,Low,1,0,0,0
TKT10317,CUST1879,27-01-2025,Jan,1,Male,East,Premium,Finance,Billing Query,Email,AG143,Resolved,4.6,5,No,No,4,Critical,1,0,0,0
TKT10318,CUST4499,14-08-2025,Aug,8,Male,West,Existing,Billing,Technical Issue,App,AG101,Resolved,6.7,5,Yes,No,4,Medium,1,0,0,1
TKT10319,CUST1071,04-10-2025,Oct,10,Male,Central,Existing,Product,Billing Query,Email,AG144,Resolved,4.8,5,No,No,5,Low,1,0,0,0
TKT10320,CUST3620,13-10-2025,Oct,10,Male,South,New,Delivery,Technical Issue,Chat,AG118,Resolved,5.9,5,Yes,Yes,3,Medium,1,0,1,1
TKT10321,CUST3666,07-04-2025,Apr,4,Female,East,New,Finance,Refund Request,Phone,AG146,In Progress,4.6,5,No,No,4,High,0,1,0,0
TKT10322,CUST6890,11-10-2025,Oct,10,Male,East,Existing,IT Support,Technical Issue,Email,AG136,Resolved,7.3,5,Yes,No,2,Critical,1,0,0,1
TKT10323,CUST1671,13-11-2025,Nov,11,Male,South,Existing,IT Support,Delivery Delay,App,AG149,Resolved,11,5,Yes,Yes,2,High,1,0,1,1
TKT10324,CUST3176,31-10-2025,Oct,10,Male,North,Existing,IT Support,Delivery Delay,Phone,AG123,Resolved,5.8,5,Yes,No,4,Medium,1,0,0,1
TKT10325,CUST6901,27-05-2025,May,5,Male,Central,New,IT Support,Technical Issue,Email,AG104,Escalated,9.4,5,Yes,Yes,3,High,0,0,1,1
TKT10326,CUST5695,04-01-2025,Jan,1,Male,South,Premium,HR,Product Complaint,App,AG138,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT10327,CUST5428,04-02-2025,Feb,2,Female,North,Premium,IT Support,Refund Request,Chat,AG116,In Progress,6.8,5,Yes,No,3,High,0,1,0,1
TKT10328,CUST7860,11-07-2025,Jul,7,Female,Central,Existing,Sales,Product Complaint,Phone,AG133,Resolved,4.5,5,No,No,4,High,1,0,0,0
TKT10329,CUST9160,18-02-2025,Feb,2,Female,South,New,IT Support,Billing Query,App,AG134,Resolved,5.4,5,Yes,Yes,3,High,1,0,1,1
TKT10330,CUST7107,17-01-2025,Jan,1,Male,Central,Premium,HR,Account Update,Email,AG133,Escalated,4.9,3,Yes,Yes,3,Critical,0,0,1,1
TKT10331,CUST2184,21-06-2025,Jun,6,Female,West,Premium,Billing,Billing Query,Website,AG126,Resolved,1.9,5,No,No,4,Critical,1,0,0,0
TKT10332,CUST7249,08-08-2025,Aug,8,Female,West,New,Sales,General Query,Phone,AG126,Resolved,4.8,3,Yes,No,4,Medium,1,0,0,1
TKT10333,CUST6013,07-06-2025,Jun,6,Male,East,Existing,Sales,Refund Request,Phone,AG125,Resolved,3.4,5,No,No,3,Medium,1,0,0,0
TKT10334,CUST3576,15-02-2025,Feb,2,Male,West,Existing,Product,Delivery Delay,Phone,AG106,Resolved,5.8,5,Yes,Yes,3,High,1,0,1,1
TKT10335,CUST5268,06-01-2025,Jan,1,Female,West,Existing,Billing,Product Complaint,Chat,AG133,In Progress,8.7,5,Yes,No,3,Low,0,1,0,1
TKT10336,CUST1544,09-04-2025,Apr,4,Male,East,New,Delivery,Product Complaint,Chat,AG120,Resolved,4.9,5,No,No,4,High,1,0,0,0
TKT10337,CUST5368,21-08-2025,Aug,8,Female,North,Existing,IT Support,Technical Issue,App,AG127,Pending,,5,Yes,No,3,Medium,0,1,0,1
TKT10338,CUST5775,06-02-2025,Feb,2,Female,South,Premium,Billing,Technical Issue,Website,AG105,Resolved,5.4,5,Yes,Yes,4,Low,1,0,1,1
TKT10339,CUST9186,07-10-2025,Oct,10,Male,East,Premium,Sales,Refund Request,Chat,AG122,Escalated,10.1,5,Yes,Yes,2,Low,0,0,1,1
